@@@COMP|motion|ARGS=[special]
Component Pins:
Owner   Type  Dir                 Value  Name
    13  bit   IN                  FALSE  motion.feed-hold
    13  float OUT                     0  motion.feed-inches-per-minute
    13  float OUT                     0  motion.feed-inches-per-second
    13  bit   IN                  FALSE  motion.feed-inhibit
    13  float OUT                     0  motion.feed-mm-per-minute
    13  float OUT                     0  motion.feed-mm-per-second
    13  float OUT                     0  motion.feed-upm
    13  bit   IN                  FALSE  motion.homing-inhibit
    13  bit   OUT                 FALSE  motion.in-position
    13  float OUT                     0  motion.interp.arc-center-x
    13  float OUT                     0  motion.interp.arc-center-y
    13  float OUT                     0  motion.interp.arc-center-z
    13  float OUT                     0  motion.interp.arc-radius
    13  float OUT                     0  motion.interp.feedrate
    13  float OUT                     0  motion.interp.heading
    13  bit   OUT                 FALSE  motion.interp.iscircle
    13  s32   OUT                     0  motion.interp.line-number
    13  s32   OUT                     0  motion.interp.motion-type
    13  float OUT                     0  motion.interp.normal-heading
    13  bit   OUT                 FALSE  motion.is-all-homed
    13  bit   IN                  FALSE  motion.jog-inhibit
    13  bit   OUT                 FALSE  motion.jog-is-active
    13  bit   IN                  FALSE  motion.jog-stop
    13  bit   IN                  FALSE  motion.jog-stop-immediate
    13  bit   OUT                 FALSE  motion.motion-enabled
    13  s32   OUT                     0  motion.motion-type
    13  bit   OUT                 FALSE  motion.on-soft-limit
    13  bit   IN                  FALSE  motion.probe-input
    13  s32   OUT                     0  motion.program-line
    13  float OUT                     0  motion.requested-vel
    13  u32   OUT            0x00000000  motion.servo.last-period
    13  bit   OUT                 FALSE  motion.teleop-mode
    13  float OUT                     0  motion.tooloffset.a
    13  float OUT                     0  motion.tooloffset.b
    13  float OUT                     0  motion.tooloffset.c
    13  float OUT                     0  motion.tooloffset.u
    13  float OUT                     0  motion.tooloffset.v
    13  float OUT                     0  motion.tooloffset.w
    13  float OUT                     0  motion.tooloffset.x
    13  float OUT                     0  motion.tooloffset.y
    13  float OUT                     0  motion.tooloffset.z
    13  bit   OUT                 FALSE  motion.tp-reverse
    15  s32   OUT                     0  servo-thread.time
    13  bit   IN                  FALSE  spindle.0.amp-fault-in
    13  bit   IN                   TRUE  spindle.0.at-speed
    13  bit   OUT                 FALSE  spindle.0.brake
    13  bit   OUT                 FALSE  spindle.0.forward
    13  bit   I/O                 FALSE  spindle.0.index-enable
    13  bit   IN                  FALSE  spindle.0.inhibit
    13  bit   IN                  FALSE  spindle.0.is-oriented
    13  bit   OUT                 FALSE  spindle.0.locked
    13  bit   OUT                 FALSE  spindle.0.on
    13  bit   OUT                 FALSE  spindle.0.orient
    13  float OUT                     0  spindle.0.orient-angle
    13  s32   IN                      0  spindle.0.orient-fault
    13  s32   OUT                     0  spindle.0.orient-mode
    13  bit   OUT                 FALSE  spindle.0.reverse
    13  float IN                      0  spindle.0.revs
    13  float OUT                     0  spindle.0.speed-cmd-rps
    13  float IN                      0  spindle.0.speed-in
    13  float OUT                     0  spindle.0.speed-out
    13  float OUT                     0  spindle.0.speed-out-abs
    13  float OUT                     0  spindle.0.speed-out-rps
    13  float OUT                     0  spindle.0.speed-out-rps-abs
    13  bit   IN                  FALSE  spindle.1.amp-fault-in
    13  bit   IN                   TRUE  spindle.1.at-speed
    13  bit   OUT                 FALSE  spindle.1.brake
    13  bit   OUT                 FALSE  spindle.1.forward
    13  bit   I/O                 FALSE  spindle.1.index-enable
    13  bit   IN                  FALSE  spindle.1.inhibit
    13  bit   IN                  FALSE  spindle.1.is-oriented
    13  bit   OUT                 FALSE  spindle.1.locked
    13  bit   OUT                 FALSE  spindle.1.on
    13  bit   OUT                 FALSE  spindle.1.orient
    13  float OUT                     0  spindle.1.orient-angle
    13  s32   IN                      0  spindle.1.orient-fault
    13  s32   OUT                     0  spindle.1.orient-mode
    13  bit   OUT                 FALSE  spindle.1.reverse
    13  float IN                      0  spindle.1.revs
    13  float OUT                     0  spindle.1.speed-cmd-rps
    13  float IN                      0  spindle.1.speed-in
    13  float OUT                     0  spindle.1.speed-out
    13  float OUT                     0  spindle.1.speed-out-abs
    13  float OUT                     0  spindle.1.speed-out-rps
    13  float OUT                     0  spindle.1.speed-out-rps-abs
Parameters:
Owner   Type  Dir                 Value  Name
    14  s32   RW                      0  base-thread.tmax
    13  s32   RW                      0  motion-command-handler.tmax
    13  bit   RO                  FALSE  motion-command-handler.tmax-increased
    13  s32   RW                      0  motion-controller.tmax
    13  bit   RO                  FALSE  motion-controller.tmax-increased
    13  bit   RO                  FALSE  motion.debug-bit-0
    13  bit   RO                  FALSE  motion.debug-bit-1
    13  float RO                      0  motion.debug-float-0
    13  float RO                      0  motion.debug-float-1
    13  float RO                      0  motion.debug-float-2
    13  float RO                      0  motion.debug-float-3
    13  s32   RO                      0  motion.debug-s32-0
    13  s32   RO                      0  motion.debug-s32-1
    15  s32   RW                      0  servo-thread.tmax
    13  float RO                      0  tc.0.acc
    13  float RO                      0  tc.0.pos
    13  float RO                      0  tc.0.vel
    13  float RO                      0  tc.1.acc
    13  float RO                      0  tc.1.pos
    13  float RO                      0  tc.1.vel
    13  float RO                      0  tc.2.acc
    13  float RO                      0  tc.2.pos
    13  float RO                      0  tc.2.vel
    13  float RO                      0  tc.3.acc
    13  float RO                      0  tc.3.pos
    13  float RO                      0  tc.3.vel
    13  u32   RO             0x00000000  traj.active_tc
    13  float RO                      0  traj.pos_out
    13  float RO                      0  traj.vel_out
Exported Functions:
Owner   CodeAddr      Arg           FP   Users   Name
 00013  7da1137b8770  00000000  YES      0   motion-command-handler
 00013  7da1137b8f10  00000000  YES      0   motion-controller
@@@END|motion
@@@COMP|stepgen|ARGS=[special]
Component Pins:
Owner   Type  Dir                 Value  Name
     4  s32   OUT                     0  stepgen.0.counts
     4  bit   OUT                 FALSE  stepgen.0.dir
     4  bit   IN                  FALSE  stepgen.0.enable
     4  float IN                      0  stepgen.0.position-cmd
     4  float OUT                     0  stepgen.0.position-fb
     4  bit   OUT                 FALSE  stepgen.0.step
     4  s32   OUT                     0  stepgen.capture-position.time
     4  s32   OUT                     0  stepgen.make-pulses.time
     4  s32   OUT                     0  stepgen.update-freq.time

Parameters:
Owner   Type  Dir                 Value  Name
     4  u32   RW             0x00000001  stepgen.0.dirhold
     4  u32   RW             0x00000001  stepgen.0.dirsetup
     4  float RO                      0  stepgen.0.frequency
     4  float RW                      0  stepgen.0.maxaccel
     4  float RW                      0  stepgen.0.maxvel
     4  float RW                      1  stepgen.0.position-scale
     4  s32   RO                      0  stepgen.0.rawcounts
     4  u32   RW             0x00000001  stepgen.0.steplen
     4  u32   RW             0x00000001  stepgen.0.stepspace
     4  s32   RW                      0  stepgen.capture-position.tmax
     4  bit   RO                  FALSE  stepgen.capture-position.tmax-increased
     4  s32   RW                      0  stepgen.make-pulses.tmax
     4  bit   RO                  FALSE  stepgen.make-pulses.tmax-increased
     4  s32   RW                      0  stepgen.update-freq.tmax
     4  bit   RO                  FALSE  stepgen.update-freq.tmax-increased

Exported Functions:
Owner   CodeAddr      Arg           FP   Users   Name
 00004  7a2efc7f8620  7a2efc217120  YES      0   stepgen.capture-position
 00004  7a2efc7f82c0  7a2efc217120  YES      0   stepgen.make-pulses
 00004  7a2efc7f8720  7a2efc217120  YES      0   stepgen.update-freq
@@@END|stepgen
@@@COMP|pwmgen|ARGS=[special]
Component Pins:
Owner   Type  Dir                 Value  Name
     4  float OUT                     0  pwmgen.0.curr-dc
     4  bit   OUT                 FALSE  pwmgen.0.dir
     4  bit   I/O                 FALSE  pwmgen.0.dither-pwm
     4  bit   IN                  FALSE  pwmgen.0.enable
     4  float I/O                     1  pwmgen.0.max-dc
     4  float I/O                     0  pwmgen.0.min-dc
     4  float I/O                     0  pwmgen.0.offset
     4  bit   OUT                 FALSE  pwmgen.0.pwm
     4  float I/O                     0  pwmgen.0.pwm-freq
     4  float I/O                     1  pwmgen.0.scale
     4  float IN                      0  pwmgen.0.value
     4  s32   OUT                     0  pwmgen.make-pulses.time
     4  s32   OUT                     0  pwmgen.update.time

Parameters:
Owner   Type  Dir                 Value  Name
     4  s32   RW                      0  pwmgen.make-pulses.tmax
     4  bit   RO                  FALSE  pwmgen.make-pulses.tmax-increased
     4  s32   RW                      0  pwmgen.update.tmax
     4  bit   RO                  FALSE  pwmgen.update.tmax-increased

Exported Functions:
Owner   CodeAddr      Arg           FP   Users   Name
 00004  7fabdac8f240  7fabda700120  YES      0   pwmgen.make-pulses
 00004  7fabdac8f3d0  7fabda700120  YES      0   pwmgen.update
@@@END|pwmgen
